Participant,T1,T2,T3,T4,T5,T6
user17,2.014709,1.618951,4.95243,1.420969,1.857781,1.663792
,15.03226,0.7217379,6.726937,2.243708,1.346527,2.675698
,1.332726,15.02656,8.031275,1.543893,1.366215,2.122422
,0.8006954,5.043046,5.364192,2.087213,0.9994532,5.620841
,5.33113,6.531652,,1.987867,1.244542,13.38448
,2.933373,,,1.343993,7.597797,1.020811
,1.132267,,,1.944735,0.9884747,1.846444
,1.610701,,,2.032715,2.542379,21.60602
,1.566194,,,1.60999,1.721014,2.087007
,,,,1.488727,1.799355,2.087676
,,,,5.043566,1.710799,2.777198
,,,,5.520292,1.844917,
,,,,1.633345,2.199171,
,,,,3.487712,1.676535,
,,,,1.465939,1.311679,
,,,,1.365794,2.088841,
,,,,1.489064,2.154983,
,,,,1.566524,1.666189,
,,,,1.255048,2.890288,
,,,,1.299025,5.52893,
,,,,1.421291,,
,,,,1.09951,,
,,,,1.177753,,
,,,,1.077892,,
,,,,1.021079,,
,,,,1.388395,,
,,,,1.233503,,
,,,,1.111339,,
,,,,0.9329697,,
,,,,1.243581,,
,,,,1.332824,,
,,,,1.099167,,
,,,,1.166615,,
,,,,1.032709,,
,,,,0.2218245,,
,,,,1.009573,,
